1.407848384339355219e-01,4.332846376268202349e-01
1.348604258333657713e-01,4.279235899835150958e-01
1.249295540628665713e-01,4.045426435530565801e-01
1.804353314503562566e-01,4.371796845004055077e-01
1.279012604028418321e-01,3.866154190679239600e-01
1.312678174904543249e-01,4.232706941362907593e-01
1.508404499324827452e-01,4.386083614247742735e-01
1.952941049476752677e-01,3.785543791777964406e-01
1.401251452525286711e-01,4.327897393474907095e-01
1.283406687365231391e-01,3.856127602518426567e-01
1.459805943776130710e-01,4.365042413256166598e-01
1.282135503280792677e-01,4.176886255047246310e-01
2.003030468234709149e-01,4.159459539898417435e-01
2.022661237775000009e-01,3.944746272659384601e-01
1.545698603647897018e-01,3.638587600155910873e-01
1.714332668886843769e-01,4.401200970393898126e-01
2.669794655525301041e-01,2.555357402800430555e-01
2.172844229174172026e-01,2.640371328435081044e-01
2.108633337364753946e-01,2.747707649886879655e-01
2.623632572780076333e-01,3.251829184692541785e-01
2.209006324383258335e-01,2.602828840193349702e-01
2.855641427620732031e-01,2.820382461457776602e-01
2.858814737526675365e-01,2.840217441991434999e-01
2.798573247554355659e-01,2.678214143920498724e-01
2.861941944687340644e-01,2.907767370371845961e-01
2.120906077312368909e-01,2.720010665229073976e-01
2.083558233153098294e-01,2.936528392071635629e-01
2.733514547074863410e-01,2.602148886233628389e-01
2.260726739305423116e-01,3.220782832775627713e-01
2.842853146918235541e-01,3.013584883535695425e-01
2.663383011637256437e-01,2.551664491864132911e-01
2.851925973869750552e-01,2.981248455444981960e-01
4.123879294982135124e-01,1.348226142595795041e-01
3.954694225190777956e-01,1.228950339961598914e-01
4.162342883554789319e-01,1.404275737118995948e-01
3.690143532174596785e-01,1.964045141922882709e-01
3.853696943402838415e-01,1.207080452771236434e-01
3.483596196872529305e-01,1.401758618590537853e-01
3.437082503937481381e-01,1.531382701444069794e-01
7.199531809185097941e-01,7.285474887670083666e-01
7.790293235362771851e-01,7.500296210012167286e-01
7.368365190971913892e-01,7.506906238432845546e-01
7.378457115113501441e-01,7.512953873891570211e-01
7.544960998312328915e-01,7.564430482210596773e-01
7.186441958410161313e-01,7.127493699333543598e-01
8.994721311490644355e-01,3.906773739737600670e-01
8.594701041472770919e-01,4.137375128403578128e-01
8.246714381473214672e-01,3.749309422507893785e-01
8.995644032092384723e-01,3.904665729095103677e-01
8.798600276343608861e-01,4.104868927537194678e-01
8.897931131394746229e-01,4.040082102705246925e-01
8.971008377757190289e-01,3.545976198538534629e-01
8.704023935392602995e-01,3.364193208841603777e-01
8.967909096100787902e-01,3.957198349222665890e-01
8.360837710564799075e-01,3.473158904130218549e-01
8.530813776082623034e-01,4.124903541643315519e-01
8.493058240023453331e-01,4.112086734486692929e-01
8.604230147380971250e-01,3.359864857413696893e-01
8.690644999825276606e-01,4.136054963477984736e-01
8.267445268793857105e-01,3.623520305794377117e-01
8.713323157522707696e-01,3.365920567496625271e-01
8.759099144728244024e-01,3.377920547563592057e-01
8.401321058099091577e-01,3.437823391695501440e-01
8.324918888985077814e-01,3.983565229430276466e-01
4.002173587772223096e-02,2.773813380776322668e-01
9.640820040489466169e-01,2.949409910495509046e-01
2.967590458642543200e-02,3.169597309338065827e-01
2.134662141554492104e-02,3.230523446416390110e-01
9.658585869594356055e-01,3.018752689607308581e-01
9.773400040919889564e-01,3.185065882563379303e-01
4.058959169696440411e-02,2.980587048569944830e-01
9.706330957242281787e-01,2.663776787984544758e-01
4.057185891233358599e-02,2.793775022257320995e-01
9.787849094871630129e-01,2.578305298503777987e-01
9.934992053567711645e-01,3.267293032058578017e-01
4.108335716248545655e-02,2.957445746173539836e-01
9.655460096053162244e-01,3.009633641856651609e-01
9.755095934366831978e-01,3.168467945499044980e-01
9.879640367023585501e-01,3.249502271181349267e-01
3.316155791509343698e-01,9.188298137840981150e-01
2.943793169818221256e-01,9.629234360776011137e-01
3.245585079287081620e-01,9.197492553275186111e-01
3.173774268396165610e-01,9.936166435347838499e-01
2.967839394360123895e-01,9.722197284628286695e-01
3.548354268973006320e-01,9.903290286776423867e-01
3.174427597145714208e-01,9.936453260512384533e-01
3.717727489454025758e-01,9.522706124836681774e-01
2.999717331879681592e-01,9.371862482024759800e-01
3.568213861331309134e-01,9.889083934181173152e-01
3.326439076238310588e-01,9.969232991977216018e-01
3.152488841505915462e-01,9.926020928267140775e-01
3.653900787265666472e-01,9.358624420726359139e-01
3.206624325352808724e-01,9.948888615999522678e-01
3.395556875240752226e-01,9.963910985775126239e-01
3.504572102908296016e-01,9.228629294425348961e-01
3.602578156993592184e-01,9.297740577332279654e-01
3.488967570966869935e-01,9.935951577629839049e-01
3.438097991878438231e-01,9.202943224626118912e-01
