"","x","y"
"1",0.00686971452214025,0.867058699603271
"2",0.899912614388555,0.0580641283402802
"3",0.641404797313232,0.97174965289223
"4",0.144923366874709,0.582499767058865
"5",0.316250023912783,0.983021641050394
"6",0.403808129183407,0.0507416230672828
"7",0.821231703662777,0.618447081716011
"8",0.620282625610213,0.911971377498436
"9",0.703718335434796,0.550530375788905
"10",0.515626818400024,0.0798528323758971
"11",0.0568004872884321,0.0712140893303243
"12",0.256006748713775,0.323173509064068
"13",0.310941496727103,0.725289373632443
"14",0.0401029342160359,0.484258883846118
"15",0.245675478214871,0.2215576853807
"16",0.90032826773411,0.618082810573235
"17",0.648968420994662,0.925491585206884
"18",0.878691777747189,0.243091964138731
"19",0.516908620350231,0.693699729056428
"20",0.279301527521858,0.728851136163278
"21",0.465752184322863,0.273064618182945
"22",0.357335149767522,0.961800096961426
"23",0.434646473185564,0.822495817219198
"24",0.481964573164904,0.339166407292853
"25",0.365479152312583,0.78921132710035
"26",0.261108205848245,0.323924143724077
"27",0.883394817497954,0.125922861424506
"28",0.302588922237596,0.890798132928619
"29",0.832875522593701,0.666534415786551
"30",0.841414032588596,0.298389135026121
"31",0.336405038688822,0.408790618490353
"32",0.631317670718783,0.37839721846926
"33",0.836715763277577,0.565301160554374
"34",0.217315213034034,0.406473728999091
"35",0.558150449069288,0.881847586721625
"36",0.290787236500197,0.850895777394216
"37",0.429774880369509,0.602497690399709
"38",0.194042055506577,0.0500307822533841
"39",0.0573149034301494,0.346609805219645
"40",0.00802150330115114,0.916678326467903
"41",0.709261037713248,0.265056826036176
"42",0.105145708362811,0.748456138531761
"43",0.656896029236115,0.897269971124255
"44",0.789659518125831,0.999547798782161
"45",0.747716039781418,0.913946732346238
"46",0.287491758544518,0.987901527688489
"47",0.963613314918794,0.603337571689515
"48",0.789068493684738,0.251752503252653
"49",0.857590916401792,0.231930947648918
"50",0.114730919484375,0.969695445414039
"51",0.737060996262833,0.978094240631075
"52",0.993712145516054,0.0299761900366714
"53",0.564113258384839,0.890524198764974
"54",0.527944470948749,0.954868586128564
"55",0.847728626516972,0.810881117647301
"56",0.413666244138648,0.0128465251375497
"57",0.788038386586804,0.240008193890896
"58",0.309175679618202,0.288656639713214
"59",0.0119465813472851,0.758947715067663
"60",0.469920367983409,0.876867557054757
"61",0.561418532555704,0.212441799772124
"62",0.417741748013794,0.675752352972373
"63",0.118735323963227,0.971684979198004
"64",0.829052010537332,0.45411499472951
"65",0.276293434144233,0.746396784731058
"66",0.791590562364042,0.68477019097562
"67",0.576502484005145,0.912606632664752
"68",0.517894916706843,0.732620978944508
"69",0.121069038732671,0.486889808119045
"70",0.550655528649618,0.653638880317144
"71",0.0625951034019753,0.876416725158726
"72",0.914341998328557,0.882944700282957
"73",0.50765230441639,0.360200944788531
"74",0.98624648819461,0.852639572726341
"75",0.257787005273683,0.906074015155682
"76",0.138223991901114,0.296837802826676
"77",0.227697300980997,0.307404814930588
"78",0.457416282853602,0.434223831844031
"79",0.772446405899023,0.812019549741627
"80",0.464749606130957,0.10327233408622
"81",0.432548825612444,0.585610614220436
"82",0.826794040115429,0.617502330407951
"83",0.708280514254934,0.319760990985598
"84",0.511645826962998,0.640304779941474
"85",0.798386709359918,0.140429808853637
"86",0.739625139260008,0.96905809072082
"87",0.0815239534607723,0.0822713020368906
"88",0.686233054770434,0.935906633470692
"89",0.485505355249221,0.375090272302993
"90",0.811596534093168,0.00515807231118562
"91",0.826742670197995,0.358662310137761
"92",0.918738640952554,0.441811830942512
"93",0.448667483771076,0.487484305157291
"94",0.220170268188514,0.735507637708155
"95",0.973878059372478,0.82892850221046
"96",0.188830941458522,0.584096443573079
"97",0.0498194045873045,0.224730595198713
"98",0.217922271939024,0.650916551126473
"99",0.0972849025103968,0.921757079702262
"100",0.112330803598636,0.667601975207551
"101",0.366384109945274,0.0911673261908673
"102",0.847401955197657,0.803596551695936
"103",0.594865034033813,0.899491355422993
"104",0.744046277408652,0.980943353685124
"105",0.747502440409296,0.176483554345587
"106",0.829058902786461,0.394557964166677
"107",0.609497872365157,0.379249718774782
"108",0.436668920360561,0.560528520745638
"109",0.279422010975287,0.295351905526551
"110",0.530677196037613,0.893915699053302
"111",0.619098550374924,0.843069867579164
"112",0.888133557486965,0.93750257593141
"113",0.861116988665038,0.64174501852646
"114",0.00805936803959345,0.478232369791373
"115",0.776530152110504,0.767765081306452
"116",0.721349387879186,0.707632820406133
"117",0.949807993392002,0.262621387366839
"118",0.0880038551740068,0.0424973448141034
"119",0.494739192659146,0.468774413473112
"120",0.959613078110602,0.659569757167882
"121",0.0940908732222931,0.749700599211626
"122",0.711938989435922,0.269283260103805
"123",0.946623024185702,0.184016151476481
"124",0.138197277545099,0.82877238369491
"125",0.838414950500765,0.603191972080188
"126",0.453812776772006,0.872000274485589
"127",0.181794590158481,0.751615630381683
"128",0.265480464954881,0.287601066261655
"129",0.960212750537626,0.178969219461535
"130",0.645850297524656,0.940891787785015
"131",0.851740384075476,0.255966217858468
"132",0.185557129291515,0.764636961406016
"133",0.426121169710267,0.275941181024871
"134",0.83841071539686,0.603097531913923
"135",0.564258925211901,0.851339442810884
"136",0.782199612813626,0.173440003434771
"137",0.729738851619909,0.964307080390575
"138",0.842854584003644,0.702193020349384
"139",0.590636089794688,0.739925756500493
"140",0.429122584922296,0.606468699898378
"141",0.137355134642142,0.338566123829073
"142",0.874202834289429,0.0743816092348085
"143",0.410645072777681,0.616248378841584
"144",0.850602837764186,0.874974229440603
"145",0.50467830986518,0.883311434967392
"146",0.107405703594672,0.708145745071158
"147",0.21847165691533,0.291013136120872
"148",0.0502972800043355,0.804366598650015
"149",0.609258854294224,0.353876813628317
"150",0.952566013624996,0.330689496338217
"151",0.674643527312144,0.125145723346667
"152",0.71884589118413,0.87581059677063
"153",0.183343163395162,0.808092812193944
"154",0.467399827052033,0.354278145897059
"155",0.122063843703681,0.303464985731869
"156",0.908847490786067,0.704260735623887
"157",0.318136300786194,0.143284967458028
"158",0.475920362205471,0.874193510250262
"159",0.689560808510908,0.922235491105856
"160",0.787093230780131,0.998501077451346
"161",0.934505387852274,0.411684258333176
